run_date,ticker,type,option_type,direction,expiration,spot_at_scan,long_strike,short_strike,low_strike,mid_strike,high_strike,strike,call_strike,put_strike,net_cost,max_profit,prob_profit,ev,graded,actual_spot_at_exp,actual_payoff,actual_pnl,win
2026-07-07,GLD,Debit Vertical,call,bullish,2026-08-21,377.489990234375,400.0,405.0,,,,,,,1.25,3.75,0.207481713848496,-0.21259143075751996,no,,,,
2026-07-07,GLD,Debit Vertical,call,bullish,2026-08-21,377.489990234375,405.0,410.0,,,,,,,1.0499999999999998,3.95,0.16922535006157724,-0.20387324969211362,no,,,,
2026-07-07,GLD,Debit Vertical,call,bullish,2026-08-21,377.489990234375,410.0,415.0,,,,,,,0.8600000000000003,4.14,0.13647936107846304,-0.17760319460768514,no,,,,
2026-07-07,GLD,Butterfly Pin,call,neutral,2026-08-21,377.489990234375,,,370.0,375.0,380.0,,,,1.3500000000000014,3.6499999999999986,0.09598599274780922,-0.8700700362609552,no,,,,
2026-07-07,GLD,Butterfly Pin,call,neutral,2026-08-21,377.489990234375,,,375.0,380.0,385.0,,,,1.2999999999999972,3.700000000000003,0.09674514644417237,-0.8162742677791354,no,,,,
2026-07-07,GLD,Butterfly Pin,call,neutral,2026-08-21,377.489990234375,,,380.0,385.0,390.0,,,,1.1999999999999993,3.8000000000000007,0.09560244540803187,-0.7219877729598401,no,,,,
2026-07-07,GLD,Butterfly Pin,call,neutral,2026-08-21,377.489990234375,,,385.0,390.0,395.0,,,,1.0999999999999996,3.9000000000000004,0.09148431709121674,-0.642578414543916,no,,,,
2026-07-07,GLD,Butterfly Pin,call,neutral,2026-08-21,377.489990234375,,,390.0,395.0,400.0,,,,0.9000000000000004,4.1,0.0871812431073608,-0.46409378446319627,no,,,,
2026-07-07,GLD,Butterfly Pin,call,neutral,2026-08-21,377.489990234375,,,395.0,400.0,405.0,,,,0.9499999999999993,4.050000000000001,0.07600687694619057,-0.5699656152690464,no,,,,
2026-07-07,GLD,Butterfly Pin,call,neutral,2026-08-21,377.489990234375,,,400.0,405.0,410.0,,,,0.75,4.25,0.06878746260637081,-0.40606268696814596,no,,,,
2026-07-07,GLD,Butterfly Pin,call,neutral,2026-08-21,377.489990234375,,,405.0,410.0,415.0,,,,0.6499999999999995,4.3500000000000005,0.05959169828817079,-0.3520415085591455,no,,,,
2026-07-07,GOOG,Butterfly Pin,call,neutral,2026-08-21,363.6199951171875,,,385.0,390.0,395.0,,,,1.4000000000000021,3.599999999999998,0.047640163040912065,-1.1617991847954419,no,,,,
2026-07-07,GOOGL,Butterfly Pin,call,neutral,2026-08-21,367.0299987792969,,,375.0,380.0,385.0,,,,1.5500000000000007,3.4499999999999993,0.05263892078955251,-1.286805396052238,no,,,,
2026-07-07,GOOGL,Butterfly Pin,call,neutral,2026-08-21,367.0299987792969,,,380.0,385.0,390.0,,,,1.3499999999999979,3.650000000000002,0.05300692799972506,-1.0849653600013724,no,,,,
2026-07-07,GOOGL,Butterfly Pin,call,neutral,2026-08-21,367.0299987792969,,,390.0,395.0,400.0,,,,1.4999999999999964,3.5000000000000036,0.04460332078419771,-1.2769833960790078,no,,,,
2026-07-07,IWM,Debit Vertical,call,bullish,2026-08-21,296.19000244140625,310.0,315.0,,,,,,,1.2500000000000002,3.75,0.2071214512520086,-0.21439274373995731,no,,,,
2026-07-07,IWM,Debit Vertical,call,bullish,2026-08-21,296.19000244140625,315.0,320.0,,,,,,,0.8399999999999999,4.16,0.14250406098347768,-0.12747969508261148,no,,,,
2026-07-07,IWM,Debit Vertical,call,bullish,2026-08-21,296.19000244140625,320.0,325.0,,,,,,,0.5299999999999999,4.47,0.09280685570391378,-0.065965721480431,no,,,,
2026-07-07,IWM,Butterfly Pin,call,neutral,2026-08-21,296.19000244140625,,,270.0,275.0,280.0,,,,0.7100000000000009,4.289999999999999,0.10351855872862425,-0.19240720635687963,no,,,,
2026-07-07,IWM,Butterfly Pin,call,neutral,2026-08-21,296.19000244140625,,,275.0,280.0,285.0,,,,0.6799999999999997,4.32,0.12226288301082278,-0.06868558494588584,no,,,,
2026-07-07,IWM,Butterfly Pin,call,neutral,2026-08-21,296.19000244140625,,,280.0,285.0,290.0,,,,0.6900000000000048,4.309999999999995,0.13937283848730886,0.006864192436539462,no,,,,
2026-07-07,IWM,Butterfly Pin,call,neutral,2026-08-21,296.19000244140625,,,285.0,290.0,295.0,,,,0.75,4.25,0.15204214639914637,0.010210731995731859,no,,,,
2026-07-07,IWM,Butterfly Pin,call,neutral,2026-08-21,296.19000244140625,,,290.0,295.0,300.0,,,,0.7399999999999984,4.260000000000002,0.1612637800981333,0.06631890049066813,no,,,,
2026-07-07,IWM,Butterfly Pin,call,neutral,2026-08-21,296.19000244140625,,,295.0,300.0,305.0,,,,0.7199999999999971,4.280000000000003,0.1619051968717451,0.08952598435872838,no,,,,
2026-07-07,IWM,Butterfly Pin,call,neutral,2026-08-21,296.19000244140625,,,300.0,305.0,310.0,,,,0.6799999999999997,4.32,0.1522132357341202,0.08106617867060129,no,,,,
2026-07-07,IWM,Butterfly Pin,call,neutral,2026-08-21,296.19000244140625,,,305.0,310.0,315.0,,,,0.5499999999999998,4.45,0.13532428440836358,0.1266214220418181,no,,,,
2026-07-07,IWM,Butterfly Pin,call,neutral,2026-08-21,296.19000244140625,,,310.0,315.0,320.0,,,,0.5100000000000002,4.49,0.10876287585980038,0.03381437929900172,no,,,,
2026-07-07,IWM,Butterfly Pin,call,neutral,2026-08-21,296.19000244140625,,,315.0,320.0,325.0,,,,0.3999999999999999,4.6,0.08203500107789441,0.01017500538947208,no,,,,
2026-07-07,JPM,Debit Vertical,call,bullish,2026-08-21,339.2200012207031,360.0,365.0,,,,,,,1.35,3.65,0.20518196028859725,-0.3240901985570137,no,,,,
2026-07-07,JPM,Debit Vertical,call,bullish,2026-08-21,339.2200012207031,365.0,370.0,,,,,,,1.4900000000000002,3.51,0.15526956720815216,-0.7136521639592395,no,,,,
2026-07-07,JPM,Butterfly Pin,call,neutral,2026-08-21,339.2200012207031,,,345.0,350.0,355.0,,,,1.5500000000000007,3.4499999999999993,0.08640935239716596,-1.117953238014171,no,,,,
2026-07-07,JPM,Butterfly Pin,call,neutral,2026-08-21,339.2200012207031,,,350.0,355.0,360.0,,,,1.0,4.0,0.09150611173217582,-0.5424694413391209,no,,,,
2026-07-07,JPM,Butterfly Pin,call,neutral,2026-08-21,339.2200012207031,,,355.0,360.0,365.0,,,,1.3000000000000007,3.6999999999999993,0.07473501896062501,-0.9263249051968755,no,,,,
2026-07-07,JPM,Butterfly Pin,call,neutral,2026-08-21,339.2200012207031,,,360.0,365.0,370.0,,,,0.7000000000000002,4.3,0.07449767915032679,-0.32751160424836623,no,,,,
2026-07-07,KMI,Debit Vertical,call,bullish,2026-08-21,32.4900016784668,34.0,35.0,,,,,,,0.29000000000000004,0.71,0.2499969883482291,-0.04000301165177095,no,,,,
2026-07-07,MCD,Butterfly Pin,call,neutral,2026-08-21,282.2099914550781,,,275.0,280.0,285.0,,,,1.5999999999999979,3.400000000000002,0.11236203874039763,-1.0381898062980097,no,,,,
2026-07-07,MCD,Butterfly Pin,call,neutral,2026-08-21,282.2099914550781,,,280.0,285.0,290.0,,,,1.3500000000000014,3.6499999999999986,0.11754763154107273,-0.7622618422946378,no,,,,
2026-07-07,MCD,Butterfly Pin,call,neutral,2026-08-21,282.2099914550781,,,285.0,290.0,295.0,,,,1.25,3.75,0.11281393452644034,-0.6859303273677984,no,,,,
2026-07-07,MCD,Butterfly Pin,call,neutral,2026-08-21,282.2099914550781,,,290.0,295.0,300.0,,,,1.299999999999999,3.700000000000001,0.09956526353004946,-0.8021736823497516,no,,,,
2026-07-07,META,Butterfly Pin,call,neutral,2026-08-21,615.5800170898438,,,615.0,620.0,625.0,,,,1.25,3.75,0.030463704827848936,-1.0976814758607554,no,,,,
2026-07-07,META,Butterfly Pin,call,neutral,2026-08-21,615.5800170898438,,,620.0,625.0,630.0,,,,1.25,3.75,0.030012150241136237,-1.0999392487943187,no,,,,
2026-07-07,META,Butterfly Pin,call,neutral,2026-08-21,615.5800170898438,,,625.0,630.0,635.0,,,,1.2000000000000028,3.799999999999997,0.029857040946658087,-1.0507147952667124,no,,,,
2026-07-07,META,Butterfly Pin,call,neutral,2026-08-21,615.5800170898438,,,630.0,635.0,640.0,,,,1.1499999999999986,3.8500000000000014,0.02964996080947585,-1.0017501959526194,no,,,,
2026-07-07,META,Butterfly Pin,call,neutral,2026-08-21,615.5800170898438,,,635.0,640.0,645.0,,,,1.1000000000000014,3.8999999999999986,0.02934535422968304,-0.9532732288515862,no,,,,
2026-07-07,META,Butterfly Pin,call,neutral,2026-08-21,615.5800170898438,,,640.0,645.0,650.0,,,,1.1000000000000014,3.8999999999999986,0.02859705939711832,-0.9570147030144097,no,,,,
2026-07-07,META,Butterfly Pin,call,neutral,2026-08-21,615.5800170898438,,,645.0,650.0,655.0,,,,1.1000000000000014,3.8999999999999986,0.02780884768824987,-0.960955761558752,no,,,,
2026-07-07,META,Butterfly Pin,call,neutral,2026-08-21,615.5800170898438,,,650.0,655.0,660.0,,,,1.1499999999999986,3.8500000000000014,0.02663901457436968,-1.01680492712815,no,,,,
2026-07-07,META,Butterfly Pin,call,neutral,2026-08-21,615.5800170898438,,,655.0,660.0,665.0,,,,1.1000000000000014,3.8999999999999986,0.026135934774862757,-0.9693203261256876,no,,,,
2026-07-07,META,Butterfly Pin,call,neutral,2026-08-21,615.5800170898438,,,660.0,665.0,670.0,,,,1.1000000000000014,3.8999999999999986,0.0252538403653772,-0.9737307981731154,no,,,,
2026-07-07,META,Butterfly Pin,call,neutral,2026-08-21,615.5800170898438,,,665.0,670.0,675.0,,,,1.0499999999999972,3.950000000000003,0.024667897672740635,-0.926660511636294,no,,,,
2026-07-07,MSFT,Debit Vertical,call,bullish,2026-08-21,388.8399963378906,420.0,425.0,,,,,,,1.6499999999999986,3.3500000000000014,0.26181292940026724,-0.3409353529986624,no,,,,
2026-07-07,MSFT,Butterfly Pin,call,neutral,2026-08-21,388.8399963378906,,,390.0,395.0,400.0,,,,1.6500000000000057,3.3499999999999943,0.04667136182033271,-1.4166431908983421,no,,,,
2026-07-07,MSFT,Butterfly Pin,call,neutral,2026-08-21,388.8399963378906,,,395.0,400.0,405.0,,,,1.4500000000000028,3.549999999999997,0.04776821171490031,-1.2111589414255013,no,,,,
2026-07-07,MSFT,Butterfly Pin,call,neutral,2026-08-21,388.8399963378906,,,400.0,405.0,410.0,,,,1.25,3.75,0.04857233732622285,-1.0071383133688858,no,,,,
2026-07-07,MSFT,Butterfly Pin,call,neutral,2026-08-21,388.8399963378906,,,405.0,410.0,415.0,,,,1.1000000000000014,3.8999999999999986,0.048211624842165124,-0.8589418757891759,no,,,,
2026-07-07,MSFT,Butterfly Pin,call,neutral,2026-08-21,388.8399963378906,,,410.0,415.0,420.0,,,,1.0,4.0,0.04684935232379328,-0.7657532383810336,no,,,,
2026-07-07,MSFT,Butterfly Pin,call,neutral,2026-08-21,388.8399963378906,,,415.0,420.0,425.0,,,,1.1999999999999993,3.8000000000000007,0.041888300494400066,-0.990558497527999,no,,,,
2026-07-07,NFLX,Butterfly Pin,call,neutral,2026-08-21,76.18000030517578,,,78.0,79.0,80.0,,,,0.2500000000000009,0.7499999999999991,0.046765918561972486,-0.20323408143802843,no,,,,
2026-07-07,NFLX,Butterfly Pin,call,neutral,2026-08-21,76.18000030517578,,,79.0,80.0,81.0,,,,0.20000000000000018,0.7999999999999998,0.047762564951916664,-0.1522374350480835,no,,,,
2026-07-07,NFLX,Butterfly Pin,call,neutral,2026-08-21,76.18000030517578,,,80.0,81.0,82.0,,,,0.17999999999999972,0.8200000000000003,0.046685023536156334,-0.13331497646384338,no,,,,
2026-07-07,NFLX,Butterfly Pin,call,neutral,2026-08-21,76.18000030517578,,,81.0,82.0,83.0,,,,0.16000000000000014,0.8399999999999999,0.04531323641409679,-0.11468676358590336,no,,,,
2026-07-07,PFE,Debit Vertical,call,bullish,2026-08-21,24.06999969482422,25.0,26.0,,,,,,,0.24000000000000002,0.76,0.27148959265915773,0.03148959265915771,no,,,,
2026-07-07,PFE,Butterfly Pin,call,neutral,2026-08-21,24.06999969482422,,,24.0,25.0,26.0,,,,0.22999999999999998,0.77,0.25684158791472617,0.026841587914726184,no,,,,
2026-07-07,QQQ,Debit Vertical,call,bullish,2026-08-21,709.4299926757812,750.0,755.0,,,,,,,1.5899999999999999,3.41,0.2109710741427685,-0.5351446292861575,no,,,,
2026-07-07,QQQ,Debit Vertical,call,bullish,2026-08-21,709.4299926757812,755.0,760.0,,,,,,,1.4100000000000001,3.59,0.18489005664269414,-0.4855497167865296,no,,,,
2026-07-07,QQQ,Debit Vertical,call,bullish,2026-08-21,709.4299926757812,760.0,765.0,,,,,,,1.2200000000000006,3.7799999999999994,0.16041251399186668,-0.4179374300406673,no,,,,
2026-07-07,QQQ,Debit Vertical,call,bullish,2026-08-21,709.4299926757812,765.0,770.0,,,,,,,1.0499999999999998,3.95,0.1381084202847812,-0.3594578985760938,no,,,,
2026-07-07,QQQ,Debit Vertical,call,bullish,2026-08-21,709.4299926757812,770.0,775.0,,,,,,,0.8500000000000001,4.15,0.118315119046207,-0.25842440476896494,no,,,,
2026-07-07,QQQ,Debit Vertical,call,bullish,2026-08-21,709.4299926757812,775.0,780.0,,,,,,,0.7599999999999998,4.24,0.10039755405642065,-0.25801222971789667,no,,,,
2026-07-07,QQQ,Butterfly Pin,call,neutral,2026-08-21,709.4299926757812,,,655.0,660.0,665.0,,,,1.6400000000000148,3.359999999999985,0.03224565136302893,-1.4787717431848701,no,,,,
2026-07-07,QQQ,Butterfly Pin,call,neutral,2026-08-21,709.4299926757812,,,660.0,665.0,670.0,,,,1.6400000000000006,3.3599999999999994,0.03380833408170658,-1.4709583295914677,no,,,,
2026-07-07,QQQ,Butterfly Pin,call,neutral,2026-08-21,709.4299926757812,,,665.0,670.0,675.0,,,,1.0300000000000011,3.969999999999999,0.04176214756303709,-0.8211892621848156,no,,,,
2026-07-07,QQQ,Butterfly Pin,call,neutral,2026-08-21,709.4299926757812,,,670.0,675.0,680.0,,,,0.9500000000000028,4.049999999999997,0.04433568646124031,-0.7283215676938013,no,,,,
2026-07-07,QQQ,Butterfly Pin,call,neutral,2026-08-21,709.4299926757812,,,675.0,680.0,685.0,,,,0.8599999999999852,4.140000000000015,0.04708332835910822,-0.6245833582044441,no,,,,
2026-07-07,QQQ,Butterfly Pin,call,neutral,2026-08-21,709.4299926757812,,,680.0,685.0,690.0,,,,0.8700000000000045,4.1299999999999955,0.04860811605170834,-0.6269594197414627,no,,,,
2026-07-07,QQQ,Butterfly Pin,call,neutral,2026-08-21,709.4299926757812,,,685.0,690.0,695.0,,,,0.8800000000000097,4.11999999999999,0.04991841018115195,-0.6304079490942499,no,,,,
2026-07-07,QQQ,Butterfly Pin,call,neutral,2026-08-21,709.4299926757812,,,690.0,695.0,700.0,,,,0.8900000000000006,4.109999999999999,0.05107682633875821,-0.6346158683062095,no,,,,
2026-07-07,QQQ,Butterfly Pin,call,neutral,2026-08-21,709.4299926757812,,,695.0,700.0,705.0,,,,0.8000000000000114,4.199999999999989,0.05328013458213232,-0.5335993270893498,no,,,,
2026-07-07,QQQ,Butterfly Pin,call,neutral,2026-08-21,709.4299926757812,,,700.0,705.0,710.0,,,,0.8299999999999983,4.170000000000002,0.05379995489768441,-0.5610002255115762,no,,,,
2026-07-07,QQQ,Butterfly Pin,call,neutral,2026-08-21,709.4299926757812,,,705.0,710.0,715.0,,,,0.8000000000000043,4.199999999999996,0.05469080693048034,-0.5265459653476026,no,,,,
2026-07-07,QQQ,Butterfly Pin,call,neutral,2026-08-21,709.4299926757812,,,710.0,715.0,720.0,,,,0.740000000000002,4.259999999999998,0.05561021274843342,-0.46194893625783484,no,,,,
2026-07-07,QQQ,Butterfly Pin,call,neutral,2026-08-21,709.4299926757812,,,715.0,720.0,725.0,,,,0.7800000000000011,4.219999999999999,0.05481635579962246,-0.5059182210018889,no,,,,
2026-07-07,QQQ,Butterfly Pin,call,neutral,2026-08-21,709.4299926757812,,,720.0,725.0,730.0,,,,0.6899999999999977,4.310000000000002,0.055296289733737014,-0.41351855133131266,no,,,,
2026-07-07,QQQ,Butterfly Pin,call,neutral,2026-08-21,709.4299926757812,,,725.0,730.0,735.0,,,,0.6899999999999977,4.310000000000002,0.05411671090663139,-0.41941644546684076,no,,,,
2026-07-07,QQQ,Butterfly Pin,call,neutral,2026-08-21,709.4299926757812,,,730.0,735.0,740.0,,,,0.5900000000000034,4.409999999999997,0.053683155334624644,-0.32158422332688025,no,,,,
2026-07-07,QQQ,Butterfly Pin,call,neutral,2026-08-21,709.4299926757812,,,735.0,740.0,745.0,,,,0.6099999999999994,4.390000000000001,0.05126044016481929,-0.35369779917590294,no,,,,
2026-07-07,QQQ,Butterfly Pin,call,neutral,2026-08-21,709.4299926757812,,,740.0,745.0,750.0,,,,0.5500000000000007,4.449999999999999,0.049349679372396704,-0.30325160313801724,no,,,,
2026-07-07,QQQ,Butterfly Pin,call,neutral,2026-08-21,709.4299926757812,,,745.0,750.0,755.0,,,,0.620000000000001,4.379999999999999,0.04560036988075217,-0.3919981505962402,no,,,,
2026-07-07,QQQ,Butterfly Pin,call,neutral,2026-08-21,709.4299926757812,,,750.0,755.0,760.0,,,,0.5700000000000003,4.43,0.042840988502733046,-0.3557950574863351,no,,,,
2026-07-07,QQQ,Butterfly Pin,call,neutral,2026-08-21,709.4299926757812,,,755.0,760.0,765.0,,,,0.5700000000000003,4.43,0.03935391727801135,-0.3732304136099436,no,,,,
2026-07-07,QQQ,Butterfly Pin,call,neutral,2026-08-21,709.4299926757812,,,760.0,765.0,770.0,,,,0.45000000000000107,4.549999999999999,0.036716884066867406,-0.266415579665664,no,,,,
2026-07-07,QQQ,Butterfly Pin,call,neutral,2026-08-21,709.4299926757812,,,765.0,770.0,775.0,,,,0.39000000000000057,4.609999999999999,0.03342064421193247,-0.22289677894033824,no,,,,
2026-07-07,QQQ,Butterfly Pin,call,neutral,2026-08-21,709.4299926757812,,,770.0,775.0,780.0,,,,0.33000000000000007,4.67,0.030108549042188848,-0.17945725478905583,no,,,,
2026-07-07,SLV,Butterfly Pin,call,neutral,2026-08-21,54.459999084472656,,,55.0,56.0,57.0,,,,0.3299999999999992,0.6700000000000008,0.06021656503444828,-0.2697834349655509,no,,,,
2026-07-07,SLV,Butterfly Pin,call,neutral,2026-08-21,54.459999084472656,,,56.0,57.0,58.0,,,,0.2599999999999998,0.7400000000000002,0.0628312589976997,-0.19716874100230009,no,,,,
2026-07-07,T,Debit Vertical,call,bullish,2026-08-21,21.09000015258789,22.0,23.0,,,,,,,0.27,0.73,0.2972531315493129,0.02725313154931286,no,,,,
2026-07-07,T,Butterfly Pin,call,neutral,2026-08-21,21.09000015258789,,,21.0,22.0,23.0,,,,0.25,0.75,0.2137741633696958,-0.03622583663030421,no,,,,
2026-07-07,TSLA,Debit Vertical,call,bullish,2026-08-21,402.8999938964844,435.0,440.0,,,,,,,1.5999999999999996,3.4000000000000004,0.2837541166408958,-0.18122941679552063,no,,,,
2026-07-07,TSLA,Butterfly Pin,call,neutral,2026-08-21,402.8999938964844,,,385.0,390.0,395.0,,,,1.5499999999999972,3.450000000000003,0.04247317327609468,-1.3376341336195239,no,,,,
2026-07-07,TSLA,Butterfly Pin,call,neutral,2026-08-21,402.8999938964844,,,390.0,395.0,400.0,,,,0.9500000000000028,4.049999999999997,0.049566655770191814,-0.7021667211490437,no,,,,
2026-07-07,TSLA,Butterfly Pin,call,neutral,2026-08-21,402.8999938964844,,,395.0,400.0,405.0,,,,0.8000000000000043,4.199999999999996,0.0509050748652215,-0.5454746256738967,no,,,,
2026-07-07,TSLA,Butterfly Pin,call,neutral,2026-08-21,402.8999938964844,,,400.0,405.0,410.0,,,,0.7999999999999972,4.200000000000003,0.050118579340140856,-0.5494071032992929,no,,,,
2026-07-07,TSLA,Butterfly Pin,call,neutral,2026-08-21,402.8999938964844,,,405.0,410.0,415.0,,,,0.6000000000000014,4.399999999999999,0.0513320856485352,-0.34333957175732543,no,,,,
2026-07-07,TSLA,Butterfly Pin,call,neutral,2026-08-21,402.8999938964844,,,410.0,415.0,420.0,,,,0.6500000000000057,4.349999999999994,0.049324526409724845,-0.4033773679513815,no,,,,
2026-07-07,TSLA,Butterfly Pin,call,neutral,2026-08-21,402.8999938964844,,,415.0,420.0,425.0,,,,0.6000000000000014,4.399999999999999,0.04825238057367165,-0.3587380971316432,no,,,,
2026-07-07,TSLA,Butterfly Pin,call,neutral,2026-08-21,402.8999938964844,,,420.0,425.0,430.0,,,,0.45000000000000284,4.549999999999997,0.047991539982170595,-0.21004230008914987,no,,,,
2026-07-07,TSLA,Butterfly Pin,call,neutral,2026-08-21,402.8999938964844,,,425.0,430.0,435.0,,,,0.5500000000000043,4.449999999999996,0.044928511824440576,-0.32535744087780144,no,,,,
2026-07-07,TSLA,Butterfly Pin,call,neutral,2026-08-21,402.8999938964844,,,430.0,435.0,440.0,,,,0.4499999999999993,4.550000000000001,0.04375653772410237,-0.23121731137948745,no,,,,
2026-07-07,V,Debit Vertical,call,bullish,2026-08-21,352.20001220703125,375.0,380.0,,,,,,,1.5500000000000003,3.4499999999999997,0.20427080843526763,-0.5286459578236622,no,,,,
2026-07-07,V,Butterfly Pin,call,neutral,2026-08-21,352.20001220703125,,,365.0,370.0,375.0,,,,1.5,3.5,0.07254219551682434,-1.1372890224158783,no,,,,
2026-07-07,V,Butterfly Pin,call,neutral,2026-08-21,352.20001220703125,,,370.0,375.0,380.0,,,,1.049999999999999,3.950000000000001,0.07269217555459662,-0.6865391222270159,no,,,,
2026-07-07,VZ,Debit Vertical,call,bullish,2026-08-21,42.59000015258789,45.0,46.0,,,,,,,0.29000000000000004,0.71,0.26410963620585826,-0.02589036379414178,no,,,,
2026-07-07,VZ,Butterfly Pin,call,neutral,2026-08-21,42.59000015258789,,,42.0,43.0,44.0,,,,0.3299999999999996,0.6700000000000004,0.11513349798204708,-0.21486650201795254,no,,,,
2026-07-07,VZ,Butterfly Pin,call,neutral,2026-08-21,42.59000015258789,,,43.0,44.0,45.0,,,,0.28000000000000025,0.7199999999999998,0.11462239333397084,-0.1653776066660294,no,,,,
2026-07-07,VZ,Butterfly Pin,call,neutral,2026-08-21,42.59000015258789,,,44.0,45.0,46.0,,,,0.2200000000000002,0.7799999999999998,0.11016332383190558,-0.10983667616809463,no,,,,
2026-07-07,XLE,Debit Vertical,call,bullish,2026-08-21,54.63999938964844,58.0,59.0,,,,,,,0.30000000000000004,0.7,0.2213042779280076,-0.07869572207199244,no,,,,
2026-07-07,XLE,Debit Vertical,call,bullish,2026-08-21,54.63999938964844,59.0,60.0,,,,,,,0.25999999999999995,0.74,0.17538088873562258,-0.0846191112643774,no,,,,
2026-07-07,XLE,Butterfly Pin,call,neutral,2026-08-21,54.63999938964844,,,56.0,57.0,58.0,,,,0.22999999999999998,0.77,0.10618742654852259,-0.12381257345147739,no,,,,
2026-07-07,XLE,Butterfly Pin,call,neutral,2026-08-21,54.63999938964844,,,58.0,59.0,60.0,,,,0.27,0.73,0.07315531654305302,-0.19684468345694703,no,,,,
2026-07-09,AAPL,Debit Vertical,call,bullish,2026-08-21,316.2200012207031,335.0,340.0,,,,,,,1.5500000000000003,3.4499999999999997,0.22188532981863562,-0.44057335090682215,no,,,,
2026-07-09,AAPL,Debit Vertical,call,bullish,2026-08-21,316.2200012207031,340.0,345.0,,,,,,,1.1,3.9,0.17716151989220846,-0.21419240053895772,no,,,,
2026-07-09,GLD,Debit Vertical,put,bearish,2026-08-21,378.17999267578125,350.0,345.0,,,,,,,0.79,4.21,0.1945213301679548,0.182606650839774,no,,,,
2026-07-09,GLD,Debit Vertical,put,bearish,2026-08-21,378.17999267578125,355.0,350.0,,,,,,,1.0700000000000003,3.9299999999999997,0.23296407174164535,0.09482035870822647,no,,,,
2026-07-09,GLD,Debit Vertical,put,bearish,2026-08-21,378.17999267578125,360.0,355.0,,,,,,,1.25,3.75,0.27834954530693723,0.14174772653468626,no,,,,
2026-07-09,GLD,Debit Vertical,put,bearish,2026-08-21,378.17999267578125,365.0,360.0,,,,,,,1.5499999999999998,3.45,0.3284028906204699,0.09201445310234968,no,,,,
2026-07-09,GOOG,Butterfly Pin,call,neutral,2026-08-21,356.239990234375,,,355.0,360.0,365.0,,,,1.3999999999999986,3.6000000000000014,0.06221507354161704,-1.0889246322919133,no,,,,
2026-07-09,GOOG,Butterfly Pin,call,neutral,2026-08-21,356.239990234375,,,360.0,365.0,370.0,,,,1.4499999999999993,3.5500000000000007,0.059319183418112986,-1.1534040829094343,no,,,,
2026-07-09,GOOG,Butterfly Pin,call,neutral,2026-08-21,356.239990234375,,,365.0,370.0,375.0,,,,1.6000000000000014,3.3999999999999986,0.0542583965063691,-1.3287080174681558,no,,,,
